Driver,Team,Year,RoundNumber,EventName,QualiTimeSeconds,GapToPole,QualiPosition,QualiTeammateGap
GAS,Alpine,2025,3,Japanese Grand Prix,87.822,0.8389999999999986,11,-1.0549999999999926
HAD,Racing Bulls,2025,3,Japanese Grand Prix,87.569,0.5859999999999985,7,-0.3370000000000033
HAM,Ferrari,2025,3,Japanese Grand Prix,87.61,0.6269999999999953,8,0.31099999999999284
HUL,Kick Sauber,2025,3,Japanese Grand Prix,88.57,1.586999999999989,16,-0.05200000000000671
LAW,Racing Bulls,2025,3,Japanese Grand Prix,87.906,0.9230000000000018,14,0.3370000000000033
LEC,Ferrari,2025,3,Japanese Grand Prix,87.299,0.3160000000000025,4,-0.31099999999999284
NOR,McLaren,2025,3,Japanese Grand Prix,86.995,0.012000000000000455,2,-0.031999999999996476
OCO,Haas F1 Team,2025,3,Japanese Grand Prix,88.696,1.7129999999999939,18,0.9849999999999994
PIA,McLaren,2025,3,Japanese Grand Prix,87.027,0.04399999999999693,3,0.031999999999996476
RUS,Mercedes,2025,3,Japanese Grand Prix,87.318,0.33499999999999375,5,-0.23700000000000898
SAI,Williams,2025,3,Japanese Grand Prix,87.836,0.8529999999999944,12,0.22100000000000364
STR,Aston Martin,2025,3,Japanese Grand Prix,89.271,2.2879999999999967,20,1.3739999999999952
TSU,Red Bull Racing,2025,3,Japanese Grand Prix,87.967,0.9839999999999947,15,0.9839999999999947
VER,Red Bull Racing,2025,3,Japanese Grand Prix,86.983,0.0,1,-0.9839999999999947
ALB,Williams,2025,4,Bahrain Grand Prix,92.04,2.1990000000000123,16,1.3599999999999994
ALO,Aston Martin,2025,4,Bahrain Grand Prix,91.634,1.7930000000000064,14,-0.6490000000000009
ANT,Mercedes,2025,4,Bahrain Grand Prix,90.213,0.3719999999999999,4,0.20399999999999352
BEA,Haas F1 Team,2025,4,Bahrain Grand Prix,92.373,2.5320000000000107,20,0.7790000000000106
BOR,Kick Sauber,2025,4,Bahrain Grand Prix,92.186,2.345000000000013,18,0.4930000000000092
DOO,Alpine,2025,4,Bahrain Grand Prix,91.245,1.4040000000000106,11,1.0290000000000106
GAS,Alpine,2025,4,Bahrain Grand Prix,90.216,0.375,5,-1.0290000000000106
HAD,Racing Bulls,2025,4,Bahrain Grand Prix,91.271,1.4300000000000068,12,-0.8940000000000055
HAM,Ferrari,2025,4,Bahrain Grand Prix,90.772,0.9310000000000116,9,0.5970000000000084
HUL,Kick Sauber,2025,4,Bahrain Grand Prix,91.693,1.8520000000000039,15,-0.4930000000000092
LAW,Racing Bulls,2025,4,Bahrain Grand Prix,92.165,2.3240000000000123,17,0.8940000000000055
LEC,Ferrari,2025,4,Bahrain Grand Prix,90.175,0.3340000000000032,3,-0.5970000000000084
NOR,McLaren,2025,4,Bahrain Grand Prix,90.267,0.42600000000000193,6,0.42600000000000193
OCO,Haas F1 Team,2025,4,Bahrain Grand Prix,91.594,1.7530000000000001,13,-0.7790000000000106
PIA,McLaren,2025,4,Bahrain Grand Prix,89.841,0.0,1,-0.42600000000000193
RUS,Mercedes,2025,4,Bahrain Grand Prix,90.009,0.16800000000000637,2,-0.20399999999999352
SAI,Williams,2025,4,Bahrain Grand Prix,90.68,0.8390000000000128,8,-1.3599999999999994
STR,Aston Martin,2025,4,Bahrain Grand Prix,92.283,2.4420000000000073,19,0.6490000000000009
TSU,Red Bull Racing,2025,4,Bahrain Grand Prix,91.228,1.3870000000000005,10,0.8049999999999926
VER,Red Bull Racing,2025,4,Bahrain Grand Prix,90.423,0.5820000000000078,7,-0.8049999999999926
ALB,Williams,2025,5,Saudi Arabian Grand Prix,88.109,0.8149999999999977,11,0.08499999999999375
ALO,Aston Martin,2025,5,Saudi Arabian Grand Prix,88.303,1.0090000000000003,13,-0.34199999999999875
ANT,Mercedes,2025,5,Saudi Arabian Grand Prix,87.798,0.5040000000000049,6,0.39100000000000534
BEA,Haas F1 Team,2025,5,Saudi Arabian Grand Prix,88.536,1.2420000000000044,15,-0.5559999999999974
BOR,Kick Sauber,2025,5,Saudi Arabian Grand Prix,89.462,2.1680000000000064,20,0.6800000000000068
DOO,Alpine,2025,5,Saudi Arabian Grand Prix,88.739,1.4450000000000074,17,0.7139999999999986
GAS,Alpine,2025,5,Saudi Arabian Grand Prix,88.025,0.7310000000000088,9,-0.7139999999999986
HAD,Racing Bulls,2025,5,Saudi Arabian Grand Prix,88.418,1.1240000000000094,14,0.22700000000000387
HAM,Ferrari,2025,5,Saudi Arabian Grand Prix,88.102,0.8080000000000069,10,0.43200000000000216
HUL,Kick Sauber,2025,5,Saudi Arabian Grand Prix,88.782,1.4879999999999995,18,-0.6800000000000068
LAW,Racing Bulls,2025,5,Saudi Arabian Grand Prix,88.191,0.8970000000000056,12,-0.22700000000000387
LEC,Ferrari,2025,5,Saudi Arabian Grand Prix,87.67,0.3760000000000048,5,-0.43200000000000216
NOR,McLaren,2025,5,Saudi Arabian Grand Prix,87.481,0.1869999999999976,4,0.1769999999999925
OCO,Haas F1 Team,2025,5,Saudi Arabian Grand Prix,89.092,1.7980000000000018,19,0.5559999999999974
PIA,McLaren,2025,5,Saudi Arabian Grand Prix,87.304,0.010000000000005116,2,-0.1769999999999925
RUS,Mercedes,2025,5,Saudi Arabian Grand Prix,87.407,0.11299999999999955,3,-0.39100000000000534
SAI,Williams,2025,5,Saudi Arabian Grand Prix,88.024,0.730000000000004,8,-0.08499999999999375
STR,Aston Martin,2025,5,Saudi Arabian Grand Prix,88.645,1.350999999999999,16,0.34199999999999875
TSU,Red Bull Racing,2025,5,Saudi Arabian Grand Prix,87.99,0.695999999999998,7,0.695999999999998
VER,Red Bull Racing,2025,5,Saudi Arabian Grand Prix,87.294,0.0,1,-0.695999999999998
ALB,Williams,2025,6,Miami Grand Prix,86.682,0.47800000000000864,7,0.11299999999999955
ALO,Aston Martin,2025,6,Miami Grand Prix,87.604,1.4000000000000057,17,-0.2259999999999991
ANT,Mercedes,2025,6,Miami Grand Prix,86.271,0.06700000000000728,4,-0.11400000000000432
BEA,Haas F1 Team,2025,6,Miami Grand Prix,87.999,1.7950000000000017,20,1.1749999999999972
BOR,Kick Sauber,2025,6,Miami Grand Prix,87.151,0.9470000000000027,13,-0.32200000000000273
DOO,Alpine,2025,6,Miami Grand Prix,87.186,0.9820000000000135,14,-0.5239999999999867
GAS,Alpine,2025,6,Miami Grand Prix,87.71,1.5060000000000002,18,0.5239999999999867
HAD,Racing Bulls,2025,6,Miami Grand Prix,86.987,0.7830000000000013,11,-0.3760000000000048
HAM,Ferrari,2025,6,Miami Grand Prix,87.006,0.8020000000000067,12,0.25199999999999534
HUL,Kick Sauber,2025,6,Miami Grand Prix,87.473,1.2690000000000055,16,0.32200000000000273
LAW,Racing Bulls,2025,6,Miami Grand Prix,87.363,1.159000000000006,15,0.3760000000000048
LEC,Ferrari,2025,6,Miami Grand Prix,86.754,0.5500000000000114,8,-0.25199999999999534
NOR,McLaren,2025,6,Miami Grand Prix,86.269,0.06500000000001194,2,0.0
OCO,Haas F1 Team,2025,6,Miami Grand Prix,86.824,0.6200000000000045,9,-1.1749999999999972
PIA,McLaren,2025,6,Miami Grand Prix,86.269,0.06500000000001194,3,0.0
RUS,Mercedes,2025,6,Miami Grand Prix,86.385,0.1810000000000116,5,0.11400000000000432
SAI,Williams,2025,6,Miami Grand Prix,86.569,0.3650000000000091,6,-0.11299999999999955
STR,Aston Martin,2025,6,Miami Grand Prix,87.83,1.6260000000000048,19,0.2259999999999991
TSU,Red Bull Racing,2025,6,Miami Grand Prix,86.943,0.7390000000000043,10,0.7390000000000043
VER,Red Bull Racing,2025,6,Miami Grand Prix,86.204,0.0,1,-0.7390000000000043
ALB,Williams,2025,7,Emilia Romagna Grand Prix,75.473,0.8029999999999973,7,0.2750000000000057
ALO,Aston Martin,2025,7,Emilia Romagna Grand Prix,75.431,0.7609999999999957,6,-0.0660000000000025
ANT,Mercedes,2025,7,Emilia Romagna Grand Prix,75.772,1.1020000000000039,13,0.9650000000000034
BEA,Haas F1 Team,2025,7,Emilia Romagna Grand Prix,76.077,1.4069999999999965,14,-0.5360000000000014
BOR,Kick Sauber,2025,7,Emilia Romagna Grand Prix,76.26,1.5900000000000034,16,-0.25799999999999557
COL,Alpine,2025,7,Emilia Romagna Grand Prix,76.256,1.5859999999999985,15,0.7510000000000048
GAS,Alpine,2025,7,Emilia Romagna Grand Prix,75.505,0.8349999999999937,9,-0.7510000000000048
HAD,Racing Bulls,2025,7,Emilia Romagna Grand Prix,75.51,0.8400000000000034,10,-0.8689999999999998
HAM,Ferrari,2025,7,Emilia Romagna Grand Prix,75.765,1.0949999999999989,12,0.16100000000000136
HUL,Kick Sauber,2025,7,Emilia Romagna Grand Prix,76.518,1.847999999999999,18,0.25799999999999557
LAW,Racing Bulls,2025,7,Emilia Romagna Grand Prix,76.379,1.7090000000000032,17,0.8689999999999998
LEC,Ferrari,2025,7,Emilia Romagna Grand Prix,75.604,0.9339999999999975,11,-0.16100000000000136
NOR,McLaren,2025,7,Emilia Romagna Grand Prix,74.962,0.2920000000000016,4,0.2920000000000016
OCO,Haas F1 Team,2025,7,Emilia Romagna Grand Prix,76.613,1.9429999999999978,19,0.5360000000000014
PIA,McLaren,2025,7,Emilia Romagna Grand Prix,74.67,0.0,1,-0.2920000000000016
RUS,Mercedes,2025,7,Emilia Romagna Grand Prix,74.807,0.13700000000000045,3,-0.9650000000000034
SAI,Williams,2025,7,Emilia Romagna Grand Prix,75.198,0.5279999999999916,5,-0.2750000000000057
STR,Aston Martin,2025,7,Emilia Romagna Grand Prix,75.497,0.8269999999999982,8,0.0660000000000025
TSU,Red Bull Racing,2025,7,Emilia Romagna Grand Prix,,,20,
VER,Red Bull Racing,2025,7,Emilia Romagna Grand Prix,74.704,0.033999999999991815,2,
ALB,Williams,2025,8,Monaco Grand Prix,70.732,0.7780000000000058,6,-0.6299999999999955
ALO,Aston Martin,2025,8,Monaco Grand Prix,70.924,0.9700000000000131,8,-1.6389999999999958
ANT,Mercedes,2025,8,Monaco Grand Prix,71.88,1.926000000000002,15,0.37299999999999045
BEA,Haas F1 Team,2025,8,Monaco Grand Prix,71.979,2.0250000000000057,17,1.0370000000000061
BOR,Kick Sauber,2025,8,Monaco Grand Prix,71.902,1.9480000000000075,16,0.3059999999999974
COL,Alpine,2025,8,Monaco Grand Prix,72.597,2.6430000000000007,20,0.6029999999999944
GAS,Alpine,2025,8,Monaco Grand Prix,71.994,2.0400000000000063,18,-0.6029999999999944
HAD,Racing Bulls,2025,8,Monaco Grand Prix,70.923,0.9690000000000083,7,-0.20600000000000307
HAM,Ferrari,2025,8,Monaco Grand Prix,70.382,0.4280000000000115,4,0.3190000000000026
HUL,Kick Sauber,2025,8,Monaco Grand Prix,71.596,1.6420000000000101,14,-0.3059999999999974
LAW,Racing Bulls,2025,8,Monaco Grand Prix,71.129,1.1750000000000114,10,0.20600000000000307
LEC,Ferrari,2025,8,Monaco Grand Prix,70.063,0.10900000000000887,2,-0.3190000000000026
NOR,McLaren,2025,8,Monaco Grand Prix,69.954,0.0,1,-0.17500000000001137
OCO,Haas F1 Team,2025,8,Monaco Grand Prix,70.942,0.9879999999999995,9,-1.0370000000000061
PIA,McLaren,2025,8,Monaco Grand Prix,70.129,0.17500000000001137,3,0.17500000000001137
RUS,Mercedes,2025,8,Monaco Grand Prix,71.507,1.5530000000000115,13,-0.37299999999999045
SAI,Williams,2025,8,Monaco Grand Prix,71.362,1.4080000000000013,11,0.6299999999999955
STR,Aston Martin,2025,8,Monaco Grand Prix,72.563,2.609000000000009,19,1.6389999999999958
TSU,Red Bull Racing,2025,8,Monaco Grand Prix,71.415,1.4610000000000127,12,0.7460000000000093
VER,Red Bull Racing,2025,8,Monaco Grand Prix,70.669,0.7150000000000034,5,-0.7460000000000093
ALB,Williams,2025,9,Spanish Grand Prix,72.641,1.0949999999999989,11,-0.5619999999999976
ALO,Aston Martin,2025,9,Spanish Grand Prix,72.284,0.7379999999999995,10,-0.7539999999999907
ANT,Mercedes,2025,9,Spanish Grand Prix,72.111,0.5649999999999977,6,0.26300000000000523
BEA,Haas F1 Team,2025,9,Spanish Grand Prix,73.074,1.5279999999999916,15,-0.12699999999999534
BOR,Kick Sauber,2025,9,Spanish Grand Prix,72.756,1.2099999999999937,12,-0.4339999999999975
COL,Alpine,2025,9,Spanish Grand Prix,73.334,1.7879999999999967,19,1.1350000000000051
GAS,Alpine,2025,9,Spanish Grand Prix,72.199,0.6529999999999916,8,-1.1350000000000051
HAD,Racing Bulls,2025,9,Spanish Grand Prix,72.252,0.7059999999999889,9,-0.5110000000000099
HAM,Ferrari,2025,9,Spanish Grand Prix,72.045,0.4989999999999952,5,-0.08599999999999852
HUL,Kick Sauber,2025,9,Spanish Grand Prix,73.19,1.6439999999999912,16,0.4339999999999975
LAW,Racing Bulls,2025,9,Spanish Grand Prix,72.763,1.2169999999999987,13,0.5110000000000099
LEC,Ferrari,2025,9,Spanish Grand Prix,72.131,0.5849999999999937,7,0.08599999999999852
NOR,McLaren,2025,9,Spanish Grand Prix,71.755,0.20899999999998897,2,0.20899999999998897
OCO,Haas F1 Team,2025,9,Spanish Grand Prix,73.201,1.654999999999987,17,0.12699999999999534
PIA,McLaren,2025,9,Spanish Grand Prix,71.546,0.0,1,-0.20899999999998897
RUS,Mercedes,2025,9,Spanish Grand Prix,71.848,0.3019999999999925,3,-0.26300000000000523
SAI,Williams,2025,9,Spanish Grand Prix,73.203,1.6569999999999965,18,0.5619999999999976
STR,Aston Martin,2025,9,Spanish Grand Prix,73.038,1.4919999999999902,14,0.7539999999999907
TSU,Red Bull Racing,2025,9,Spanish Grand Prix,73.385,1.8389999999999986,20,1.5370000000000061
VER,Red Bull Racing,2025,9,Spanish Grand Prix,71.848,0.3019999999999925,4,-1.5370000000000061
ALB,Williams,2025,10,Canadian Grand Prix,71.892,0.992999999999995,10,-0.5060000000000002
ALO,Aston Martin,2025,10,Canadian Grand Prix,71.586,0.6869999999999976,6,-0.9309999999999974
ANT,Mercedes,2025,10,Canadian Grand Prix,71.391,0.49200000000000443,4,0.49200000000000443
BEA,Haas F1 Team,2025,10,Canadian Grand Prix,72.306,1.4069999999999965,14,-0.07200000000000273
BOR,Kick Sauber,2025,10,Canadian Grand Prix,72.385,1.4860000000000042,16,0.20199999999999818
COL,Alpine,2025,10,Canadian Grand Prix,72.142,1.242999999999995,12,-0.5250000000000057
GAS,Alpine,2025,10,Canadian Grand Prix,72.667,1.7680000000000007,20,0.5250000000000057
HAD,Racing Bulls,2025,10,Canadian Grand Prix,71.867,0.9680000000000035,9,-0.6580000000000013
HAM,Ferrari,2025,10,Canadian Grand Prix,71.526,0.6269999999999953,5,-0.10000000000000853
HUL,Kick Sauber,2025,10,Canadian Grand Prix,72.183,1.284000000000006,13,-0.20199999999999818
LAW,Racing Bulls,2025,10,Canadian Grand Prix,72.525,1.6260000000000048,19,0.6580000000000013
LEC,Ferrari,2025,10,Canadian Grand Prix,71.626,0.7270000000000039,8,0.10000000000000853
NOR,McLaren,2025,10,Canadian Grand Prix,71.599,0.7000000000000028,7,0.4789999999999992
OCO,Haas F1 Team,2025,10,Canadian Grand Prix,72.378,1.4789999999999992,15,0.07200000000000273
PIA,McLaren,2025,10,Canadian Grand Prix,71.12,0.22100000000000364,3,-0.4789999999999992
RUS,Mercedes,2025,10,Canadian Grand Prix,70.899,0.0,1,-0.49200000000000443
SAI,Williams,2025,10,Canadian Grand Prix,72.398,1.4989999999999952,17,0.5060000000000002
STR,Aston Martin,2025,10,Canadian Grand Prix,72.517,1.617999999999995,18,0.9309999999999974
TSU,Red Bull Racing,2025,10,Canadian Grand Prix,72.102,1.203000000000003,11,1.0430000000000064
VER,Red Bull Racing,2025,10,Canadian Grand Prix,71.059,0.1599999999999966,2,-1.0430000000000064
ALB,Williams,2025,11,Austrian Grand Prix,65.143,1.1720000000000041,13,-0.43899999999999295
ALO,Aston Martin,2025,11,Austrian Grand Prix,65.128,1.1570000000000036,12,-0.2009999999999934
ANT,Mercedes,2025,11,Austrian Grand Prix,65.052,1.0810000000000102,10,0.2890000000000015
BEA,Haas F1 Team,2025,11,Austrian Grand Prix,65.218,1.247000000000007,14,-0.1460000000000008
BOR,Kick Sauber,2025,11,Austrian Grand Prix,64.846,0.8750000000000071,7,-0.7599999999999909
COL,Alpine,2025,11,Austrian Grand Prix,65.278,1.3070000000000093,15,0.43200000000000216
GAS,Alpine,2025,11,Austrian Grand Prix,64.846,0.8750000000000071,8,-0.43200000000000216
HAD,Racing Bulls,2025,11,Austrian Grand Prix,65.063,1.0920000000000059,11,0.13700000000000045
HAM,Ferrari,2025,11,Austrian Grand Prix,64.582,0.6109999999999971,4,0.0899999999999892
HUL,Kick Sauber,2025,11,Austrian Grand Prix,65.606,1.634999999999998,20,0.7599999999999909
LAW,Racing Bulls,2025,11,Austrian Grand Prix,64.926,0.9550000000000054,9,-0.13700000000000045
LEC,Ferrari,2025,11,Austrian Grand Prix,64.492,0.5210000000000079,2,-0.0899999999999892
NOR,McLaren,2025,11,Austrian Grand Prix,63.971,0.0,1,-0.5830000000000055
OCO,Haas F1 Team,2025,11,Austrian Grand Prix,65.364,1.3930000000000078,17,0.1460000000000008
PIA,McLaren,2025,11,Austrian Grand Prix,64.554,0.5830000000000055,3,0.5830000000000055
RUS,Mercedes,2025,11,Austrian Grand Prix,64.763,0.7920000000000087,5,-0.2890000000000015
SAI,Williams,2025,11,Austrian Grand Prix,65.582,1.610999999999997,19,0.43899999999999295
STR,Aston Martin,2025,11,Austrian Grand Prix,65.329,1.357999999999997,16,0.2009999999999934
TSU,Red Bull Racing,2025,11,Austrian Grand Prix,65.369,1.3980000000000032,18,0.5330000000000013
VER,Red Bull Racing,2025,11,Austrian Grand Prix,64.836,0.865000000000002,6,-0.5330000000000013
ALB,Williams,2025,12,British Grand Prix,85.889,0.9969999999999999,14,0.14300000000000068
ALO,Aston Martin,2025,12,British Grand Prix,85.593,0.7010000000000076,9,-0.9110000000000014
ANT,Mercedes,2025,12,British Grand Prix,85.374,0.4819999999999993,7,0.34499999999999886
BEA,Haas F1 Team,2025,12,British Grand Prix,85.471,0.5790000000000077,8,-0.4789999999999992
BOR,Kick Sauber,2025,12,British Grand Prix,86.446,1.554000000000002,17,-0.1280000000000001
COL,Alpine,2025,12,British Grand Prix,87.06,2.1680000000000064,20,1.3490000000000038
GAS,Alpine,2025,12,British Grand Prix,85.711,0.8190000000000026,10,-1.3490000000000038
HAD,Racing Bulls,2025,12,British Grand Prix,85.864,0.9720000000000084,13,-0.5759999999999934
HAM,Ferrari,2025,12,British Grand Prix,85.084,0.19200000000000728,5,-0.03699999999999193
HUL,Kick Sauber,2025,12,British Grand Prix,86.574,1.6820000000000022,19,0.1280000000000001
LAW,Racing Bulls,2025,12,British Grand Prix,86.44,1.5480000000000018,16,0.5759999999999934
LEC,Ferrari,2025,12,British Grand Prix,85.121,0.2289999999999992,6,0.03699999999999193
NOR,McLaren,2025,12,British Grand Prix,85.01,0.11800000000000921,3,0.015000000000000568
OCO,Haas F1 Team,2025,12,British Grand Prix,85.95,1.058000000000007,15,0.4789999999999992
PIA,McLaren,2025,12,British Grand Prix,84.995,0.10300000000000864,2,-0.015000000000000568
RUS,Mercedes,2025,12,British Grand Prix,85.029,0.13700000000000045,4,-0.34499999999999886
SAI,Williams,2025,12,British Grand Prix,85.746,0.8539999999999992,11,-0.14300000000000068
STR,Aston Martin,2025,12,British Grand Prix,86.504,1.612000000000009,18,0.9110000000000014
TSU,Red Bull Racing,2025,12,British Grand Prix,85.826,0.9339999999999975,12,0.9339999999999975
VER,Red Bull Racing,2025,12,British Grand Prix,84.892,0.0,1,-0.9339999999999975
ALB,Williams,2025,13,Belgian Grand Prix,101.201,0.6389999999999958,5,-0.4900000000000091
ALO,Aston Martin,2025,13,Belgian Grand Prix,102.385,1.8230000000000075,19,-0.11699999999999022
ANT,Mercedes,2025,13,Belgian Grand Prix,102.139,1.5769999999999982,18,0.8849999999999909
BEA,Haas F1 Team,2025,13,Belgian Grand Prix,101.617,1.0550000000000068,12,0.09199999999999875
BOR,Kick Sauber,2025,13,Belgian Grand Prix,101.336,0.7740000000000009,10,-0.3709999999999951
COL,Alpine,2025,13,Belgian Grand Prix,102.022,1.460000000000008,17,0.38900000000001
GAS,Alpine,2025,13,Belgian Grand Prix,101.633,1.070999999999998,13,-0.38900000000001
HAD,Racing Bulls,2025,13,Belgian Grand Prix,101.281,0.7190000000000083,8,-0.015999999999991132
HAM,Ferrari,2025,13,Belgian Grand Prix,101.664,1.1020000000000039,14,0.7639999999999958
HUL,Kick Sauber,2025,13,Belgian Grand Prix,101.707,1.144999999999996,16,0.3709999999999951
LAW,Racing Bulls,2025,13,Belgian Grand Prix,101.297,0.7349999999999994,9,0.015999999999991132
LEC,Ferrari,2025,13,Belgian Grand Prix,100.9,0.33800000000000807,3,-0.7639999999999958
NOR,McLaren,2025,13,Belgian Grand Prix,100.562,0.0,1,-0.06400000000000716
OCO,Haas F1 Team,2025,13,Belgian Grand Prix,101.525,0.9630000000000081,11,-0.09199999999999875
PIA,McLaren,2025,13,Belgian Grand Prix,100.626,0.06400000000000716,2,0.06400000000000716
RUS,Mercedes,2025,13,Belgian Grand Prix,101.254,0.6920000000000073,7,-0.8849999999999909
SAI,Williams,2025,13,Belgian Grand Prix,101.691,1.1290000000000049,15,0.4900000000000091
STR,Aston Martin,2025,13,Belgian Grand Prix,102.502,1.9399999999999977,20,0.11699999999999022
TSU,Red Bull Racing,2025,13,Belgian Grand Prix,101.245,0.6830000000000069,6,0.34199999999999875
VER,Red Bull Racing,2025,13,Belgian Grand Prix,100.903,0.3410000000000082,4,-0.34199999999999875
ALB,Williams,2025,14,Hungarian Grand Prix,76.223,1.3329999999999984,20,0.570999999999998
ALO,Aston Martin,2025,14,Hungarian Grand Prix,75.281,0.39100000000000534,5,0.15200000000000102
ANT,Mercedes,2025,14,Hungarian Grand Prix,75.693,0.8029999999999973,12,0.49200000000000443
BEA,Haas F1 Team,2025,14,Hungarian Grand Prix,75.694,0.804000000000002,13,-0.3289999999999935
BOR,Kick Sauber,2025,14,Hungarian Grand Prix,75.586,0.695999999999998,9,-0.49500000000000455
COL,Alpine,2025,14,Hungarian Grand Prix,75.875,0.9849999999999994,15,-0.09099999999999397
GAS,Alpine,2025,14,Hungarian Grand Prix,75.966,1.0759999999999934,17,0.09099999999999397
HAD,Racing Bulls,2025,14,Hungarian Grand Prix,75.469,0.5789999999999935,7,-0.16100000000000136
HAM,Ferrari,2025,14,Hungarian Grand Prix,75.702,0.8119999999999976,14,0.3299999999999983
HUL,Kick Sauber,2025,14,Hungarian Grand Prix,76.081,1.1910000000000025,19,0.49500000000000455
LAW,Racing Bulls,2025,14,Hungarian Grand Prix,75.63,0.7399999999999949,10,0.16100000000000136
LEC,Ferrari,2025,14,Hungarian Grand Prix,75.372,0.4819999999999993,6,-0.3299999999999983
NOR,McLaren,2025,14,Hungarian Grand Prix,74.89,0.0,1,-0.05100000000000193
